                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    214,                 1.5634,                 1.6929,                0.72527,                0.84958,                0.82788,                0.83333,                0.73467,                0.23839,                0.82788,                0.83333,                0.73467,                0.23289,                 2.6764,                   2.03,                 1.3012,                 1.1523,              0.0011565,              0.0011565,              0.0011565
                    215,                  1.582,                 1.6458,                0.70922,                 0.8466,                 0.8272,                0.83333,                0.73499,                 0.2486,                 0.8272,                0.83333,                0.73499,                0.19177,                  2.794,                 1.6924,                 1.2677,                 1.1441,              0.0011526,              0.0011526,              0.0011526
                    216,                 1.7254,                 1.8474,                 0.7586,                0.86898,                0.82497,                0.83333,                 0.7357,                0.20231,                0.99528,                      1,                  0.995,                0.33889,                 2.8256,                 1.7711,                 1.1547,                 1.1505,              0.0011486,              0.0011486,              0.0011486
                    217,                 1.6767,                 1.8089,                0.75796,                0.85717,                0.98826,                      1,                  0.995,                0.24359,                0.98826,                      1,                  0.995,                0.30387,                 2.6372,                 1.8678,                 1.2211,                 1.1231,              0.0011446,              0.0011446,              0.0011446
                    218,                 1.6519,                 1.6245,                0.78661,                0.86928,                0.98946,                      1,                  0.995,                0.28003,                0.82304,                0.83333,                0.81832,                0.16004,                 2.5313,                 2.1842,                 1.2992,                 1.1142,              0.0011407,              0.0011407,              0.0011407
                    219,                 1.6669,                 1.7499,                0.74687,                0.87528,                0.98877,                      1,                  0.995,                 0.2928,                0.65696,                0.66667,                0.50438,                0.11443,                 2.5484,                 2.1768,                 1.2525,                 1.1039,              0.0011367,              0.0011367,              0.0011367
                    220,                 1.7657,                 1.6322,                0.79815,                 0.8621,                0.98788,                      1,                  0.995,                 0.3234,                0.82155,                0.83333,                0.84359,                 0.1891,                 2.4378,                 1.9239,                 1.1427,                 1.0819,              0.0011328,              0.0011328,              0.0011328
                    221,                 1.5438,                 1.6286,                0.69098,                0.85663,                0.82339,                0.83333,                0.87167,                0.34436,                0.82339,                0.83333,                0.84667,                    0.2,                 2.4127,                 1.7629,                 1.1065,                 1.0703,              0.0011288,              0.0011288,              0.0011288
                    222,                 1.6144,                 1.8426,                0.71876,                0.84849,                0.82271,                0.83333,                0.87167,                0.30591,                0.82271,                0.83333,                 0.8503,                0.21088,                 2.4823,                 1.6623,                  1.183,                 1.0659,              0.0011248,              0.0011248,              0.0011248
                    223,                 1.6793,                  1.793,                0.78642,                0.87323,                0.81597,                0.83333,                0.75999,                0.24672,                0.65116,                0.66667,                0.57199,                0.14065,                 2.3872,                  1.973,                 1.1011,                 1.0727,              0.0011209,              0.0011209,              0.0011209
                    224,                 1.6513,                 1.7975,                0.73844,                0.86405,                0.96596,                      1,                  0.995,                0.27298,                0.64298,                0.66667,                0.50338,                0.10725,                 2.2994,                 2.1269,                 0.9907,                 1.0949,              0.0011169,              0.0011169,              0.0011169
                    225,                 1.6227,                 1.6928,                 0.7377,                0.86203,                0.98156,                      1,                  0.995,                0.36327,                0.81408,                0.83333,                0.70899,                0.15261,                 2.2775,                 2.0294,                 1.0711,                 1.0903,               0.001113,               0.001113,               0.001113
                    226,                 1.6999,                 1.8314,                 0.7391,                0.87695,                      1,                0.98308,                  0.995,                0.38692,                 0.8309,                0.82118,                0.72722,                0.20052,                 2.2748,                 1.9489,                 1.0523,                 1.1153,               0.001109,               0.001109,               0.001109
                    227,                  1.658,                 1.8693,                0.84134,                0.85735,                0.82614,                      1,                0.97214,                 0.3827,                0.68646,                0.83333,                0.68481,                0.21065,                 2.2502,                 1.8224,                 1.0195,                 1.0819,               0.001105,               0.001105,               0.001105
                    228,                 1.5113,                 1.4864,                0.74371,                0.81841,                0.83931,                      1,                0.97214,                0.34036,                0.55428,                0.66667,                0.51648,                 0.1769,                 2.2786,                 1.6512,                  1.069,                 1.0315,              0.0011011,              0.0011011,              0.0011011
                    229,                 1.6801,                 1.9483,                0.81949,                0.85591,                      1,                0.97279,                  0.995,                0.29233,                0.82789,                0.80612,                0.71983,                0.19767,                 2.4169,                 1.5669,                 1.1825,                 1.0325,              0.0010971,              0.0010971,              0.0010971
                    230,                 1.5564,                  1.506,                0.70356,                0.83417,                0.74568,                0.97986,                0.87167,                0.35984,                0.83252,                0.82927,                0.78733,                  0.229,                 2.3923,                 1.6154,                 1.2415,                  1.047,              0.0010932,              0.0010932,              0.0010932
                    231,                 1.6376,                 1.4304,                0.77134,                0.83261,                0.82964,                0.83333,                0.80333,                0.32465,                0.74321,                0.96832,                0.87167,                0.23143,                 2.2547,                 1.6632,                 1.1479,                 1.0567,              0.0010892,              0.0010892,              0.0010892
                    232,                 1.6922,                 1.5656,                0.73996,                0.85042,                0.83131,                0.82323,                0.79718,                0.35433,                      1,                0.98576,                  0.995,                0.28555,                 2.3324,                 1.7632,                 1.0925,                 1.0644,              0.0010852,              0.0010852,              0.0010852
                    233,                 1.7058,                  1.642,                   0.76,                0.83289,                      1,                0.97903,                  0.995,                0.33582,                      1,                0.97903,                  0.995,                0.32388,                 2.3002,                 1.6969,                 1.0715,                 1.0701,              0.0010813,              0.0010813,              0.0010813
                    234,                 1.5559,                 1.5427,                0.76574,                0.84185,                      1,                0.98058,                  0.995,                0.34051,                0.74156,                      1,                0.87167,                0.27788,                 2.3873,                 1.8186,                0.94413,                 1.0601,              0.0010773,              0.0010773,              0.0010773
                    235,                 1.6386,                 1.1976,                0.74039,                0.85737,                0.98821,                0.83333,                0.97214,                0.33372,                0.72284,                      1,                 0.8465,                0.25846,                  2.352,                 1.9684,                0.93046,                 1.0671,              0.0010734,              0.0010734,              0.0010734
                    236,                 1.5173,                 1.7807,                 0.7243,                0.84275,                      1,                 0.9825,                  0.995,                0.36633,                0.83047,                0.81903,                0.77433,                0.19918,                 2.4575,                 1.8633,                 0.9828,                 1.0651,              0.0010694,              0.0010694,              0.0010694
                    237,                 1.6788,                 1.6496,                0.77696,                0.84267,                      1,                0.98597,                  0.995,                0.30777,                0.98984,                0.83333,                  0.931,                0.24845,                 2.5498,                 1.8188,                0.95696,                   1.08,              0.0010654,              0.0010654,              0.0010654
                    238,                 1.5986,                 1.7712,                0.80501,                0.84691,                0.99912,                      1,                  0.995,                0.39987,                0.97253,                0.66667,                0.88243,                0.22496,                 2.1448,                 2.1046,                0.82558,                 1.0322,              0.0010615,              0.0010615,              0.0010615
                    239,                 1.4622,                 1.5981,                0.74846,                0.83364,                      1,                0.99793,                  0.995,                0.38895,                0.98824,                0.83333,                  0.931,                0.24968,                 2.0456,                 2.2692,                0.76771,                 1.0323,              0.0010575,              0.0010575,              0.0010575
                    240,                 1.6115,                 1.5828,                 0.7878,                0.84445,                0.98243,                0.83333,                 0.8486,                 0.3864,                0.57932,                0.83333,                  0.721,                0.21588,                 2.0839,                 2.2191,                0.82833,                 1.0177,              0.0010536,              0.0010536,              0.0010536
                    241,                 1.5719,                 1.5832,                0.69849,                0.84904,                0.98213,                0.83333,                  0.895,                 0.3368,                      1,                0.98919,                  0.995,                0.22019,                 2.3201,                 2.2904,                0.91116,                 1.0272,              0.0010496,              0.0010496,              0.0010496
                    242,                 1.5449,                 1.5659,                0.72743,                0.85481,                      1,                0.98767,                  0.995,                0.34606,                0.83104,                0.82189,                0.83067,                0.24755,                 2.4876,                 2.3599,                 1.0422,                  1.093,              0.0010456,              0.0010456,              0.0010456
                    243,                 1.6055,                 1.6609,                0.72393,                0.83957,                0.98572,                0.83333,                0.94167,                0.29938,                0.98572,                0.83333,                  0.955,                 0.2595,                 2.4781,                 2.4554,                0.99039,                 1.0894,              0.0010417,              0.0010417,              0.0010417
                    244,                 1.6249,                 1.6148,                0.74986,                0.86046,                0.98892,                0.83333,                0.94167,                0.35744,                0.98892,                0.83333,                  0.955,                0.22884,                 2.3225,                  2.541,                0.86909,                 1.0559,              0.0010377,              0.0010377,              0.0010377
                    245,                 1.5965,                 1.5855,                0.72051,                0.84439,                0.99011,                0.83333,                0.97214,                 0.3622,                0.99011,                0.83333,                0.97214,                0.23532,                 2.4375,                 2.4488,                0.86139,                 1.0486,              0.0010338,              0.0010338,              0.0010338
                    246,                 1.5713,                 1.5884,                0.72286,                0.85275,                0.98547,                0.83333,                0.97214,                0.35344,                0.98547,                0.83333,                0.97214,                0.26259,                 2.5073,                 2.2861,                 1.0157,                 1.0851,              0.0010298,              0.0010298,              0.0010298
                    247,                 1.7405,                 1.5571,                0.75683,                0.84303,                0.98316,                0.83333,                0.97214,                0.27614,                0.93934,                0.66667,                0.81043,                0.21699,                 2.5903,                  2.419,                 1.0225,                  1.096,              0.0010258,              0.0010258,              0.0010258
                    248,                 1.5755,                 1.6052,                0.72741,                0.84152,                      1,                0.99402,                  0.995,                0.21826,                0.70531,                0.80191,                0.75729,                0.14303,                 2.8755,                  2.584,                 1.0599,                 1.0849,              0.0010219,              0.0010219,              0.0010219
                    249,                 1.5335,                 1.4169,                 0.6787,                0.84917,                0.69619,                0.83333,                0.67117,                0.14099,                0.37682,                    0.5,                0.45427,                0.11726,                 3.0291,                 2.5956,                 1.0868,                 1.1065,              0.0010179,              0.0010179,              0.0010179
                    250,                 1.5659,                 1.7408,                0.74054,                0.85775,                0.54062,                0.78853,                0.66513,                0.14807,                      1,                 0.6507,                0.80497,                0.16235,                  2.842,                 2.3866,                 1.2029,                 1.1318,               0.001014,               0.001014,               0.001014
                    251,                  1.547,                 1.5146,                0.74002,                0.85823,                0.98517,                0.83333,                  0.955,                0.19346,                0.70508,                0.80113,                 0.7407,                0.23137,                 2.8393,                 2.1912,                 1.2232,                 1.1228,                0.00101,                0.00101,                0.00101
                    252,                 1.4343,                 1.5238,                0.66913,                0.83434,                0.78772,                0.66667,                0.84843,                0.21816,                0.55914,                0.66667,                0.55492,                0.23863,                 2.9529,                 2.1849,                 1.3091,                 1.1631,               0.001006,               0.001006,               0.001006
                    253,                 1.5457,                 1.4454,                0.72999,                0.83104,                0.78812,                0.66667,                0.83325,                0.22427,                0.66255,                0.65636,                0.57818,                0.21485,                 2.8239,                  2.315,                 1.3799,                 1.1489,              0.0010021,              0.0010021,              0.0010021
                    254,                 1.5463,                 1.5685,                 0.7092,                0.83352,                      1,                  0.996,                  0.995,                0.21999,                0.83327,                0.83303,                 0.8025,                0.21589,                 2.8474,                 2.4406,                 1.3957,                  1.145,             0.00099812,             0.00099812,             0.00099812
